Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.215 -0.22 0.01 0 0
-0.205 -0.21 0.02 1 1.27752e-06
-0.195 -0.2 0.03 0 0
-0.185 -0.19 0.04 1 1.27752e-06
-0.175 -0.18 0.05 0 0
-0.165 -0.17 0.06 0 0
-0.155 -0.16 0.07 1 1.27752e-06
-0.145 -0.15 0.08 0 0
-0.135 -0.14 0.09 0 0
-0.125 -0.13 0.1 1 1.27752e-06
-0.115 -0.12 0.11 1 1.27752e-06
-0.105 -0.11 0.12 8 1.02202e-05
-0.095 -0.1 0.13 8 1.02202e-05
-0.085 -0.09 0.14 47 6.00435e-05
-0.075 -0.08 0.15 111 0.000141805
-0.065 -0.07 0.16 300 0.000383256
-0.055 -0.06 0.17 967 0.00123536
-0.045 -0.05 0.18 3011 0.00384662
-0.035 -0.04 0.19 9610 0.012277
-0.025 -0.03 0.2 31124 0.0397616
-0.015 -0.02 0.21 103503 0.132227
-0.005 -0.01 0.22 303413 0.387616
0.005 0 0.23 205873 0.263007
0.015 0.00999999 0.24 69005 0.0881553
0.025 0.02 0.25 25034 0.0319815
0.035 0.03 0.26 11104 0.0141856
0.045 0.04 0.27 6287 0.00803177
0.055 0.05 0.28 4176 0.00533493
0.065 0.06 0.29 2886 0.00368693
0.075 0.07 0.3 2041 0.00260742
0.085 0.08 0.31 1491 0.00190478
0.095 0.09 0.32 998 0.00127497
0.105 0.1 0.33 681 0.000869992
0.115 0.11 0.34 462 0.000590215
0.125 0.12 0.35 266 0.000339821
0.135 0.13 0.36 170 0.000217179
0.145 0.14 0.37 100 0.000127752
0.155 0.15 0.38 37 4.72683e-05
0.165 0.16 0.39 22 2.81055e-05
0.175 0.17 0.4 9 1.14977e-05
0.185 0.18 0.41 10 1.27752e-05
0.195 0.19 0.42 2 2.55504e-06
0.205 0.2 0.43 2 2.55504e-06
0.215 0.21 0.44 2 2.55504e-06
0.225 0.22 0.45 1 1.27752e-06
0.235 0.23 0.46 0 0
0.245 0.24 0.47 0 0
