Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.215 -0.22 0.01 0 0
-0.205 -0.21 0.02 1 1.01055e-06
-0.195 -0.2 0.03 0 0
-0.185 -0.19 0.04 0 0
-0.175 -0.18 0.05 0 0
-0.165 -0.17 0.06 1 1.01055e-06
-0.155 -0.16 0.07 0 0
-0.145 -0.15 0.08 3 3.03165e-06
-0.135 -0.14 0.09 2 2.0211e-06
-0.125 -0.13 0.1 2 2.0211e-06
-0.115 -0.12 0.11 9 9.09494e-06
-0.105 -0.11 0.12 23 2.32426e-05
-0.095 -0.1 0.13 38 3.84009e-05
-0.085 -0.09 0.14 119 0.000120255
-0.075 -0.08 0.15 235 0.000237479
-0.065 -0.07 0.16 659 0.000665952
-0.055 -0.06 0.17 1873 0.00189276
-0.045 -0.05 0.18 5224 0.00527911
-0.035 -0.04 0.19 14293 0.0144438
-0.025 -0.03 0.2 41983 0.0424259
-0.015 -0.02 0.21 131298 0.132683
-0.005 -0.01 0.22 374413 0.378363
0.005 0 0.23 256991 0.259702
0.015 0.00999999 0.24 88083 0.0890122
0.025 0.02 0.25 33061 0.0334098
0.035 0.03 0.26 14564 0.0147176
0.045 0.04 0.27 8219 0.0083057
0.055 0.05 0.28 5310 0.00536602
0.065 0.06 0.29 3732 0.00377137
0.075 0.07 0.3 2737 0.00276587
0.085 0.08 0.31 1987 0.00200796
0.095 0.09 0.32 1472 0.00148753
0.105 0.1 0.33 1091 0.00110251
0.115 0.11 0.34 759 0.000767007
0.125 0.12 0.35 504 0.000509317
0.135 0.13 0.36 364 0.00036784
0.145 0.14 0.37 221 0.000223331
0.155 0.15 0.38 132 0.000133392
0.165 0.16 0.39 68 6.87173e-05
0.175 0.17 0.4 42 4.24431e-05
0.185 0.18 0.41 23 2.32426e-05
0.195 0.19 0.42 6 6.06329e-06
0.205 0.2 0.43 3 3.03165e-06
0.215 0.21 0.44 7 7.07384e-06
0.225 0.22 0.45 2 2.0211e-06
0.235 0.23 0.46 3 3.03165e-06
0.245 0.24 0.47 3 3.03165e-06
0.255 0.25 0.48 0 0
0.265 0.26 0.49 0 0
0.275 0.27 0.5 1 1.01055e-06
0.285 0.28 0.51 0 0
0.295 0.29 0.52 0 0
