Midpoint LowerLim UpperLim Count ProbabilityDensity
-1.755 -1.76 0.01 0 0
-1.745 -1.75 0.02 1 9.09019e-07
-1.735 -1.74 0.03 0 0
-1.725 -1.73 0.04 0 0
-1.715 -1.72 0.05 0 0
-1.705 -1.71 0.06 0 0
-1.695 -1.7 0.07 0 0
-1.685 -1.69 0.08 0 0
-1.675 -1.68 0.09 0 0
-1.665 -1.67 0.1 0 0
-1.655 -1.66 0.11 0 0
-1.645 -1.65 0.12 0 0
-1.635 -1.64 0.13 0 0
-1.625 -1.63 0.14 0 0
-1.615 -1.62 0.15 0 0
-1.605 -1.61 0.16 0 0
-1.595 -1.6 0.17 0 0
-1.585 -1.59 0.18 0 0
-1.575 -1.58 0.19 0 0
-1.565 -1.57 0.2 0 0
-1.555 -1.56 0.21 0 0
-1.545 -1.55 0.22 0 0
-1.535 -1.54 0.23 0 0
-1.525 -1.53 0.24 0 0
-1.515 -1.52 0.25 0 0
-1.505 -1.51 0.26 0 0
-1.495 -1.5 0.27 0 0
-1.485 -1.49 0.28 0 0
-1.475 -1.48 0.29 0 0
-1.465 -1.47 0.3 0 0
-1.455 -1.46 0.31 0 0
-1.445 -1.45 0.32 0 0
-1.435 -1.44 0.33 0 0
-1.425 -1.43 0.34 0 0
-1.415 -1.42 0.35 1 9.09019e-07
-1.405 -1.41 0.36 0 0
-1.395 -1.4 0.37 0 0
-1.385 -1.39 0.38 0 0
-1.375 -1.38 0.39 0 0
-1.365 -1.37 0.4 0 0
-1.355 -1.36 0.41 0 0
-1.345 -1.35 0.42 2 1.81804e-06
-1.335 -1.34 0.43 1 9.09019e-07
-1.325 -1.33 0.44 0 0
-1.315 -1.32 0.45 0 0
-1.305 -1.31 0.46 0 0
-1.295 -1.3 0.47 0 0
-1.285 -1.29 0.48 0 0
-1.275 -1.28 0.49 0 0
-1.265 -1.27 0.5 0 0
-1.255 -1.26 0.51 1 9.09019e-07
-1.245 -1.25 0.52 1 9.09019e-07
-1.235 -1.24 0.53 0 0
-1.225 -1.23 0.54 1 9.09019e-07
-1.215 -1.22 0.55 2 1.81804e-06
-1.205 -1.21 0.56 1 9.09019e-07
-1.195 -1.2 0.57 1 9.09019e-07
-1.185 -1.19 0.58 2 1.81804e-06
-1.175 -1.18 0.59 0 0
-1.165 -1.17 0.6 1 9.09019e-07
-1.155 -1.16 0.61 1 9.09019e-07
-1.145 -1.15 0.62 1 9.09019e-07
-1.135 -1.14 0.63 1 9.09019e-07
-1.125 -1.13 0.64 1 9.09019e-07
-1.115 -1.12 0.65 0 0
-1.105 -1.11 0.66 0 0
-1.095 -1.1 0.67 0 0
-1.085 -1.09 0.68 0 0
-1.075 -1.08 0.69 1 9.09019e-07
-1.065 -1.07 0.7 1 9.09019e-07
-1.055 -1.06 0.71 1 9.09019e-07
-1.045 -1.05 0.72 0 0
-1.035 -1.04 0.73 3 2.72706e-06
-1.025 -1.03 0.74 2 1.81804e-06
-1.015 -1.02 0.75 1 9.09019e-07
-1.005 -1.01 0.76 2 1.81804e-06
-0.995 -1 0.77 3 2.72706e-06
-0.985 -0.99 0.78 2 1.81804e-06
-0.975 -0.98 0.79 3 2.72706e-06
-0.965 -0.97 0.8 3 2.72706e-06
-0.955 -0.96 0.81 4 3.63608e-06
