Midpoint LowerLim UpperLim Count ProbabilityDensity
-1.125 -1.13 0.01 0 0
-1.115 -1.12 0.02 1 2.03461e-06
-1.105 -1.11 0.03 0 0
-1.095 -1.1 0.04 0 0
-1.085 -1.09 0.05 0 0
-1.075 -1.08 0.06 1 2.03461e-06
-1.065 -1.07 0.07 0 0
-1.055 -1.06 0.08 0 0
-1.045 -1.05 0.09 0 0
-1.035 -1.04 0.1 0 0
-1.025 -1.03 0.11 1 2.03461e-06
-1.015 -1.02 0.12 0 0
-1.005 -1.01 0.13 1 2.03461e-06
-0.995 -1 0.14 0 0
-0.985 -0.99 0.15 0 0
-0.975 -0.98 0.16 0 0
-0.965 -0.97 0.17 1 2.03461e-06
-0.955 -0.96 0.18 0 0
-0.945 -0.95 0.19 0 0
-0.935 -0.94 0.2 2 4.06923e-06
-0.925 -0.93 0.21 0 0
-0.915 -0.92 0.22 2 4.06923e-06
-0.905 -0.91 0.23 1 2.03461e-06
-0.895 -0.9 0.24 1 2.03461e-06
-0.885 -0.89 0.25 1 2.03461e-06
-0.875 -0.88 0.26 0 0
-0.865 -0.87 0.27 2 4.06923e-06
-0.855 -0.86 0.28 2 4.06923e-06
-0.845 -0.85 0.29 4 8.13845e-06
-0.835 -0.84 0.3 0 0
-0.825 -0.83 0.31 3 6.10384e-06
-0.815 -0.82 0.32 1 2.03461e-06
-0.805 -0.81 0.33 0 0
-0.795 -0.8 0.34 2 4.06923e-06
-0.785 -0.79 0.35 1 2.03461e-06
-0.775 -0.78 0.36 1 2.03461e-06
-0.765 -0.77 0.37 2 4.06923e-06
-0.755 -0.76 0.38 2 4.06923e-06
-0.745 -0.75 0.39 4 8.13845e-06
-0.735 -0.74 0.4 0 0
-0.725 -0.73 0.41 2 4.06923e-06
-0.715 -0.72 0.42 8 1.62769e-05
-0.705 -0.71 0.43 4 8.13845e-06
-0.695 -0.7 0.44 1 2.03461e-06
-0.685 -0.69 0.45 8 1.62769e-05
-0.675 -0.68 0.46 3 6.10384e-06
-0.665 -0.67 0.47 7 1.42423e-05
-0.655 -0.66 0.48 4 8.13845e-06
-0.645 -0.65 0.49 8 1.62769e-05
-0.635 -0.64 0.5 4 8.13845e-06
-0.625 -0.63 0.51 10 2.03461e-05
-0.615 -0.62 0.52 9 1.83115e-05
-0.605 -0.61 0.53 4 8.13845e-06
-0.595 -0.6 0.54 8 1.62769e-05
-0.585 -0.59 0.55 4 8.13845e-06
-0.575 -0.58 0.56 12 2.44154e-05
-0.565 -0.57 0.57 10 2.03461e-05
-0.555 -0.56 0.58 7 1.42423e-05
-0.545 -0.55 0.59 14 2.84846e-05
-0.535 -0.54 0.6 17 3.45884e-05
-0.525 -0.53 0.61 18 3.6623e-05
-0.515 -0.52 0.62 15 3.05192e-05
-0.505 -0.51 0.63 14 2.84846e-05
-0.495 -0.5 0.64 22 4.47615e-05
-0.485 -0.49 0.65 20 4.06923e-05
-0.475 -0.48 0.66 25 5.08653e-05
-0.465 -0.47 0.67 32 6.51076e-05
-0.455 -0.46 0.68 25 5.08653e-05
-0.445 -0.45 0.69 47 9.56268e-05
-0.435 -0.44 0.7 47 9.56268e-05
-0.425 -0.43 0.71 48 9.76614e-05
-0.415 -0.42 0.72 44 8.9523e-05
-0.405 -0.41 0.73 50 0.000101731
-0.395 -0.4 0.74 63 0.000128181
-0.385 -0.39 0.75 73 0.000148527
-0.375 -0.38 0.76 79 0.000160734
-0.365 -0.37 0.77 75 0.000152596
-0.355 -0.36 0.78 101 0.000205496
-0.345 -0.35 0.79 123 0.000250257
-0.335 -0.34 0.8 134 0.000272638
-0.325 -0.33 0.81 155 0.000315365
-0.315 -0.32 0.82 186 0.000378438
-0.305 -0.31 0.83 205 0.000417096
-0.295 -0.3 0.84 229 0.000465926
-0.285 -0.29 0.85 298 0.000606315
-0.275 -0.28 0.86 351 0.000714149
-0.265 -0.27 0.87 392 0.000797568
-0.255 -0.26 0.88 489 0.000994926
-0.245 -0.25 0.89 576 0.00117194
-0.235 -0.24 0.9 702 0.0014283
-0.225 -0.23 0.91 872 0.00177418
-0.215 -0.22 0.92 976 0.00198578
-0.205 -0.21 0.93 1199 0.0024395
-0.195 -0.2 0.94 1463 0.00297664
-0.185 -0.19 0.95 1846 0.0037559
-0.175 -0.18 0.96 2243 0.00456364
-0.165 -0.17 0.97 2847 0.00579254
-0.155 -0.16 0.98 3599 0.00732257
-0.145 -0.15 0.99 4536 0.009229
-0.135 -0.14 1 5763 0.0117255
-0.125 -0.13 1.01 7184 0.0146167
-0.115 -0.12 1.02 9404 0.0191335
-0.105 -0.11 1.03 11783 0.0239738
-0.095 -0.1 1.04 14941 0.0303992
-0.085 -0.09 1.05 18986 0.0386292
-0.075 -0.08 1.06 24025 0.0488816
-0.065 -0.0700001 1.07 29916 0.0608675
-0.055 -0.0600001 1.08 37611 0.0765238
-0.045 -0.0500001 1.09 46538 0.0946868
-0.035 -0.04 1.1 55956 0.113849
-0.025 -0.03 1.11 65036 0.132323
-0.015 -0.02 1.12 71809 0.146104
-0.00500002 -0.00999999 1.13 68142 0.138643
0.00499998 0 1.14 1 2.03461e-06
0.015 0.00999999 1.15 0 0
