Midpoint LowerLim UpperLim Count ProbabilityDensity
-1.065 -1.07 0.01 0 0
-1.055 -1.06 0.02 1 3.34311e-06
-1.045 -1.05 0.03 0 0
-1.035 -1.04 0.04 0 0
-1.025 -1.03 0.05 0 0
-1.015 -1.02 0.06 0 0
-1.005 -1.01 0.07 0 0
-0.995 -1 0.08 0 0
-0.985 -0.99 0.09 0 0
-0.975 -0.98 0.1 0 0
-0.965 -0.97 0.11 0 0
-0.955 -0.96 0.12 0 0
-0.945 -0.95 0.13 0 0
-0.935 -0.94 0.14 0 0
-0.925 -0.93 0.15 0 0
-0.915 -0.92 0.16 0 0
-0.905 -0.91 0.17 0 0
-0.895 -0.9 0.18 0 0
-0.885 -0.89 0.19 0 0
-0.875 -0.88 0.2 1 3.34311e-06
-0.865 -0.87 0.21 1 3.34311e-06
-0.855 -0.86 0.22 0 0
-0.845 -0.85 0.23 1 3.34311e-06
-0.835 -0.84 0.24 0 0
-0.825 -0.83 0.25 0 0
-0.815 -0.82 0.26 2 6.68621e-06
-0.805 -0.81 0.27 2 6.68621e-06
-0.795 -0.8 0.28 0 0
-0.785 -0.79 0.29 2 6.68621e-06
-0.775 -0.78 0.3 2 6.68621e-06
-0.765 -0.77 0.31 1 3.34311e-06
-0.755 -0.76 0.32 1 3.34311e-06
-0.745 -0.75 0.33 1 3.34311e-06
-0.735 -0.74 0.34 0 0
-0.725 -0.73 0.35 1 3.34311e-06
-0.715 -0.72 0.36 0 0
-0.705 -0.71 0.37 0 0
-0.695 -0.7 0.38 0 0
-0.685 -0.69 0.39 2 6.68621e-06
-0.675 -0.68 0.4 1 3.34311e-06
-0.665 -0.67 0.41 0 0
-0.655 -0.66 0.42 1 3.34311e-06
-0.645 -0.65 0.43 0 0
-0.635 -0.64 0.44 2 6.68621e-06
-0.625 -0.63 0.45 1 3.34311e-06
-0.615 -0.62 0.46 1 3.34311e-06
-0.605 -0.61 0.47 3 1.00293e-05
-0.595 -0.6 0.48 2 6.68621e-06
-0.585 -0.59 0.49 5 1.67155e-05
-0.575 -0.58 0.5 3 1.00293e-05
-0.565 -0.57 0.51 2 6.68621e-06
-0.555 -0.56 0.52 6 2.00586e-05
-0.545 -0.55 0.53 6 2.00586e-05
-0.535 -0.54 0.54 5 1.67155e-05
-0.525 -0.53 0.55 3 1.00293e-05
-0.515 -0.52 0.56 5 1.67155e-05
-0.505 -0.51 0.57 6 2.00586e-05
-0.495 -0.5 0.58 7 2.34017e-05
-0.485 -0.49 0.59 8 2.67449e-05
-0.475 -0.48 0.6 5 1.67155e-05
-0.465 -0.47 0.61 7 2.34017e-05
-0.455 -0.46 0.62 8 2.67449e-05
-0.445 -0.45 0.63 9 3.0088e-05
-0.435 -0.44 0.64 11 3.67742e-05
-0.425 -0.43 0.65 8 2.67449e-05
-0.415 -0.42 0.66 18 6.01759e-05
-0.405 -0.41 0.67 17 5.68328e-05
-0.395 -0.4 0.68 17 5.68328e-05
-0.385 -0.39 0.69 21 7.02052e-05
-0.375 -0.38 0.7 16 5.34897e-05
-0.365 -0.37 0.71 42 0.00014041
-0.355 -0.36 0.72 39 0.000130381
-0.345 -0.35 0.73 44 0.000147097
-0.335 -0.34 0.74 43 0.000143754
-0.325 -0.33 0.75 52 0.000173842
-0.315 -0.32 0.76 53 0.000177185
-0.305 -0.31 0.77 74 0.00024739
-0.295 -0.3 0.78 89 0.000297536
-0.285 -0.29 0.79 108 0.000361055
-0.275 -0.28 0.8 119 0.00039783
-0.265 -0.27 0.81 149 0.000498123
-0.255 -0.26 0.82 209 0.000698709
-0.245 -0.25 0.83 217 0.000725454
-0.235 -0.24 0.84 289 0.000966158
-0.225 -0.23 0.85 301 0.00100628
-0.215 -0.22 0.86 400 0.00133724
-0.205 -0.21 0.87 491 0.00164147
-0.195 -0.2 0.88 642 0.00214627
-0.185 -0.19 0.89 774 0.00258756
-0.175 -0.18 0.9 952 0.00318264
-0.165 -0.17 0.91 1146 0.0038312
-0.155 -0.16 0.92 1641 0.00548604
-0.145 -0.15 0.93 2035 0.00680322
-0.135 -0.14 0.94 2674 0.00893947
-0.125 -0.13 0.95 3471 0.0116039
-0.115 -0.12 0.96 4736 0.015833
-0.105 -0.11 0.97 6064 0.0202726
-0.095 -0.1 0.98 7924 0.0264908
-0.085 -0.09 0.99 10586 0.0353901
-0.075 -0.08 1 13934 0.0465828
-0.065 -0.0699999 1.01 17978 0.0601024
-0.055 -0.0599999 1.02 23008 0.0769182
-0.045 -0.05 1.03 28865 0.0964988
-0.035 -0.04 1.04 35453 0.118523
-0.025 -0.03 1.05 42378 0.141674
-0.015 -0.02 1.06 47264 0.158009
-0.00499996 -0.00999999 1.07 44657 0.149293
0.00500004 0 1.08 0 0
