Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.185 -0.19 0.01 0 0
-0.175 -0.18 0.02 2 1.14005e-06
-0.165 -0.17 0.03 0 0
-0.155 -0.16 0.04 0 0
-0.145 -0.15 0.05 1 5.70027e-07
-0.135 -0.14 0.06 0 0
-0.125 -0.13 0.07 1 5.70027e-07
-0.115 -0.12 0.08 4 2.28011e-06
-0.105 -0.11 0.09 13 7.41035e-06
-0.095 -0.1 0.1 17 9.69046e-06
-0.085 -0.09 0.11 49 2.79313e-05
-0.075 -0.08 0.12 133 7.58136e-05
-0.065 -0.07 0.13 265 0.000151057
-0.055 -0.06 0.14 653 0.000372228
-0.045 -0.05 0.15 1867 0.00106424
-0.035 -0.04 0.16 5826 0.00332098
-0.025 -0.03 0.17 22086 0.0125896
-0.015 -0.02 0.18 127110 0.0724561
-0.005 -0.01 0.19 846166 0.482337
0.005 0 0.2 618403 0.352506
0.015 0.00999999 0.21 79082 0.0450789
0.025 0.02 0.22 21911 0.0124899
0.035 0.03 0.23 10325 0.00588553
0.045 0.04 0.24 5981 0.00340933
0.055 0.05 0.25 3991 0.00227498
0.065 0.06 0.26 2666 0.00151969
0.075 0.07 0.27 1994 0.00113663
0.085 0.08 0.28 1465 0.000835089
0.095 0.09 0.29 1108 0.00063159
0.105 0.1 0.3 924 0.000526705
0.115 0.11 0.31 691 0.000393889
0.125 0.12 0.32 484 0.000275893
0.135 0.13 0.33 337 0.000192099
0.145 0.14 0.34 268 0.000152767
0.155 0.15 0.35 175 9.97547e-05
0.165 0.16 0.36 115 6.55531e-05
0.175 0.17 0.37 72 4.10419e-05
0.185 0.18 0.38 49 2.79313e-05
0.195 0.19 0.39 35 1.99509e-05
0.205 0.2 0.4 17 9.69046e-06
0.215 0.21 0.41 6 3.42016e-06
0.225 0.22 0.42 4 2.28011e-06
0.235 0.23 0.43 4 2.28011e-06
0.245 0.24 0.44 1 5.70027e-07
0.255 0.25 0.45 0 0
0.265 0.26 0.46 0 0
0.275 0.27 0.47 0 0
0.285 0.28 0.48 0 0
0.295 0.29 0.49 1 5.70027e-07
0.305 0.3 0.5 1 5.70027e-07
0.315 0.31 0.51 0 0
0.325 0.32 0.52 0 0
