Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 1987 0.0321495
25 20 30 3617 0.0585228
35 30 40 4112 0.0665318
45 40 50 5069 0.082016
55 50 60 6370 0.103066
65 60 70 6266 0.101383
75 70 80 6323 0.102306
85 80 90 5467 0.0884556
95 90 100 4231 0.0684572
105 100 110 3667 0.0593318
115 110 120 2781 0.0449964
125 120 130 2132 0.0344956
135 130 140 1755 0.0283958
145 140 150 1364 0.0220694
155 150 160 1025 0.0165844
165 160 170 860 0.0139147
175 170 180 724 0.0117143
185 180 190 590 0.00954615
195 190 200 484 0.00783108
205 200 210 364 0.00588949
215 210 220 275 0.00444948
225 220 230 260 0.00420678
235 230 240 225 0.00364048
245 240 250 190 0.00307418
255 250 260 180 0.00291239
265 260 270 161 0.00260497
275 270 280 184 0.00297711
285 280 290 129 0.00208721
295 290 300 124 0.00200631
305 300 310 85 0.00137529
315 310 320 78 0.00126203
325 320 330 90 0.00145619
335 330 340 89 0.00144001
345 340 350 68 0.00110023
355 350 360 63 0.00101934
365 360 370 43 0.000695737
375 370 380 53 0.000857536
385 380 390 48 0.000776636
395 390 400 45 0.000728096
405 400 410 43 0.000695737
415 410 420 32 0.000517757
425 420 430 25 0.000404498
435 430 440 22 0.000355958
445 440 450 16 0.000258879
455 450 460 30 0.000485398
465 460 470 22 0.000355958
475 470 480 18 0.000291239
485 480 490 11 0.000177979
495 490 500 3 4.85398e-05
505 500 510 2 3.23598e-05
515 510 520 2 3.23598e-05
525 520 530 1 1.61799e-05
535 530 540 0 0
545 540 550 0 0
